iter	RMSE
134	0.9805376933
135	0.978045618
136	0.9760079835
137	0.9738707233
138	0.9722969789
139	0.9699524497
140	0.9685918084
141	0.9671411924
142	0.965068493
143	0.9628953789
144	0.9608032254
145	0.9599516857
146	0.9569597699
147	0.9542010469
148	0.9532205141
149	0.9513862711
150	0.9492889507
151	0.9457147117
152	0.9437663658
153	0.9420387931
154	0.9403972592
155	0.9386870339
156	0.9368932793
157	0.9355688305
158	0.9342631799
159	0.9333165117
160	0.9319994878
161	0.9304175247
162	0.9279465961
163	0.926444128
164	0.9244171613
165	0.9229891239
166	0.9216814288
167	0.9200816348
168	0.9178777648
169	0.9163138
170	0.9152256251
171	0.9138831001
172	0.9121405823
173	0.9103615727
174	0.9079889272
175	0.9046458247
176	0.9031287825
177	0.9014733193
178	0.8998472907
179	0.8975409621
180	0.8962866328
181	0.8943705689
182	0.8926350067
183	0.8909160887
184	0.8898861748
185	0.8875484902
186	0.8862541253
187	0.8851758701
188	0.8825957054
189	0.8812516147
190	0.8792392541
191	0.8780330978
192	0.8772033542
193	0.874993885
194	0.873367059
195	0.8716147269
196	0.8702382322
197	0.8685925896
198	0.8668829433
199	0.8660053945
200	0.8644373749
201	0.8617975777
202	0.8602996068
203	0.8574569046
204	0.8556570539
205	0.854101697
206	0.8526393826
207	0.8513487371
208	0.8497622122
209	0.847305251
210	0.8459145367
211	0.8441973335
212	0.8431148792
213	0.8412595012
214	0.8394005509
215	0.8378490514
216	0.836566848
217	0.8352867881
218	0.8341621518
219	0.8328715625
220	0.8314913534
221	0.8299243714
222	0.8285725289
223	0.8265156645
224	0.8250144303
225	0.8234986141
226	0.8215580876
227	0.8204902643
228	0.8192296434
229	0.817152885
230	0.8157978838
231	0.8143904311
232	0.8128641815
233	0.8110130028
234	0.8086512058
235	0.8075429246
236	0.8060258332
237	0.8046083249
238	0.8029176191
239	0.8017091657
240	0.8005644562
241	0.7997711599
242	0.7975455758
243	0.7963996335
244	0.7953344803
245	0.7938281161
246	0.7925005336
247	0.7909264667
248	0.7892070046
249	0.787036254
250	0.7859719905
251	0.7840940777
252	0.7831147072
253	0.7821611226
254	0.7809947182
255	0.7800585879
256	0.7781008507
257	0.7766892253
258	0.7743885133
259	0.7732498691
260	0.7721790783
261	0.770576314
262	0.7684093757
263	0.7673791169
264	0.7660624566
265	0.7650165302
266	0.7636445515
267	0.7623800944
268	0.7612033148
269	0.759272204
270	0.7573173736
271	0.7562590735
272	0.7553505187
273	0.7535626203
274	0.7522423059
275	0.7508243657
276	0.750118555
277	0.7492375826
278	0.7481450263
279	0.7470874086
280	0.7457707166
281	0.7451384857
282	0.7436014926
283	0.7430433368
284	0.7428789324
285	0.741251192
286	0.7403081208
287	0.739500461
288	0.737969931
289	0.7363912996
290	0.7340579718
291	0.7329943057
292	0.7321865092
293	0.7309200974
294	0.7298146097
295	0.7287009117
296	0.7270539224
297	0.7253635296
298	0.7244835482
299	0.7235373536
300	0.7219418997
301	0.7203978445
302	0.7189413477
303	0.7176160396
304	0.7168039038
305	0.7149144572
306	0.7140181878
307	0.7119749401
308	0.710874296
309	0.7100881335
310	0.7087599847
311	0.7070796361
312	0.7062543544
313	0.7056373973
314	0.7046561126
315	0.7038849034
316	0.7020508013
317	0.7006482365
318	0.6990331776
319	0.6968673042
320	0.6957693112
321	0.6942279291
322	0.6931302242
323	0.6919973186
324	0.6900850739
325	0.6886516046
326	0.6881594503
327	0.687433024
328	0.6868865398
329	0.685682471
330	0.6840059899
331	0.683486231
332	0.682093074
333	0.6810999333
334	0.6798263914
335	0.6791670374
336	0.6775309133
337	0.6765453706
338	0.6749121007
339	0.6740054816
340	0.6734034505
341	0.6727949547
342	0.6702114551
343	0.6696516707
344	0.6680292776
345	0.6661706777
346	0.6641613629
347	0.663576421
348	0.6628752238
349	0.661232573
350	0.6600979473
351	0.6581719174
352	0.6576043219
353	0.6562019203
354	0.6557340763
355	0.6548450848
356	0.6531890076
357	0.6522787258
358	0.65172212
359	0.6500261212
360	0.6490564448
361	0.6474849966
362	0.6463666781
363	0.6445376904
364	0.6432906452
365	0.6416301059
366	0.6400943462
367	0.6384260735
368	0.6374062905
369	0.6355192734
370	0.6338121725
371	0.6333031975
372	0.6318869504
373	0.6305870805
374	0.6297684928
375	0.6286838436
376	0.6286133943
377	0.6274137847
378	0.6269381595
379	0.6256365541
380	0.6245430798
381	0.6224570021
382	0.622354296
383	0.6210960071
384	0.6196933374
385	0.618392017
386	0.6180016337
387	0.6168519899
388	0.6159033499
389	0.6149137159
390	0.6142233932
391	0.6137283338
392	0.6134599725
393	0.6120354362
394	0.6106939415
395	0.6098461009
396	0.6094079468
397	0.6085604223
398	0.6078977932
399	0.6073276699
400	0.6065366689
401	0.6061728073
402	0.6053062878
403	0.604505269
404	0.6038019551
405	0.6025592716
406	0.602082793
407	0.6009546302
408	0.5998443245
409	0.5996789683
410	0.598178617
411	0.5977142352
412	0.5971897781
413	0.5959301562
414	0.5941485142
415	0.5933261289
416	0.5921091492
417	0.5919955858
418	0.5905354121
419	0.5903903458
420	0.5897967285
421	0.5887006593
422	0.5884101359
423	0.5871907861
424	0.586083909
425	0.5848188975
426	0.5836054752
427	0.582737011
428	0.5819238081
429	0.5805218743
430	0.5793973835
431	0.5793179517
432	0.577946909
433	0.5776418996
434	0.5772676847
435	0.5764107027
436	0.5763650017
437	0.5752833054
438	0.5745594436
439	0.573480781
440	0.5732795821
441	0.5719056459
442	0.5705878887
443	0.5694904804
444	0.5683491238
445	0.5674596278
446	0.567179888
447	0.5664404205
448	0.5663154123
449	0.5652884815
450	0.5637008824
451	0.562813363
452	0.561189294
453	0.5593490412
454	0.5576804202
455	0.556041409
456	0.555182287
457	0.5551623264
458	0.5540254082
459	0.5526400761
460	0.5519138084
461	0.551105604
462	0.5503613476
463	0.5497012867
464	0.548708614
465	0.5481748067
466	0.5475680476
467	0.5470674661
468	0.5457694524
469	0.5447735398
470	0.5443644742
471	0.5436575798
472	0.5432634797
473	0.542302489
474	0.541418393
475	0.5404999975
476	0.5398244038
477	0.5393461401
478	0.5381490952
479	0.5371572641
480	0.536575949
481	0.5357317386
482	0.5345278508
483	0.53368601
484	0.532235426
485	0.5314373189
486	0.530909401
487	0.5298724706
488	0.528786456
489	0.5280429165
490	0.5274503696
491	0.5267107113
492	0.5258129168
493	0.5243071592
494	0.5236185785
495	0.5225255562
496	0.5220626109
497	0.5214135437
498	0.5208937169
499	0.5206730212
500	0.5193996611
501	0.5184822248
502	0.5172715928
503	0.5166737953
504	0.5160833418
505	0.5151802476
506	0.5141929217
507	0.5137513627
508	0.5134456102
509	0.5126603088
510	0.5115894639
511	0.5111471501
512	0.510406512
513	0.5084836426
514	0.50767825
515	0.5066556826
516	0.5055867124
517	0.5041332161
518	0.5032478259
519	0.5027431794
520	0.5022009329
521	0.5017243545
522	0.5011226743
523	0.5004233876
524	0.499847819
525	0.4990081976
526	0.498080532
527	0.4974617005
528	0.4968627716
529	0.4957309566
530	0.4949675379
531	0.4939248939
532	0.4928322941
533	0.4918841805
534	0.4912004443
535	0.490117941
536	0.4899099222
537	0.489260126
538	0.4883071274
539	0.4871365265
540	0.4861358551
541	0.4854348726
542	0.4851769105
543	0.4842768709
544	0.483838364
545	0.4837529101
546	0.4828905604
547	0.4826067333
548	0.4817814077
549	0.4804795537
550	0.4800802057
551	0.4791525764
552	0.4784055109
553	0.4772436044
554	0.4755187678
555	0.4746502389
556	0.4745495661
557	0.4735803923
558	0.473550165
559	0.4731065377
560	0.4722289698
561	0.4721757941
562	0.4708661109
563	0.4694545951
564	0.4694301268
565	0.4683696683
566	0.4668464271
567	0.466639226
568	0.4659268999
569	0.4659055717
570	0.465358196
571	0.4648368957
572	0.4645852251
573	0.4635356778
574	0.4633340327
575	0.4627182828
576	0.4619273276
577	0.4609205711
578	0.4599958813
579	0.4586925549
580	0.4577633984
581	0.4566952532
582	0.4559571516
583	0.4551871308
584	0.4550544776
585	0.4542546458
586	0.4531505418
587	0.4523321604
588	0.4512834777
589	0.4506322391
590	0.4500878701
591	0.4494071617
592	0.4484252083
593	0.4476451383
594	0.4465228561
595	0.4464752569
596	0.4461449926
597	0.4452325901
598	0.4438338842
599	0.4430667759
600	0.4420626236
601	0.4409903947
602	0.4404841292
603	0.4404651034
604	0.4398783705
605	0.4387973085
606	0.4384193957
607	0.4375578234
608	0.4372671255
609	0.4367941854
610	0.4357438555
611	0.435190985
612	0.4350470595
613	0.4337741026
614	0.4330673609
615	0.4327419332
616	0.4322319401
617	0.4322114299
618	0.4318142588
619	0.431566944
620	0.4304935081
621	0.4297602469
622	0.4289235338
623	0.4281096638
624	0.4269923588
625	0.4261635999
626	0.4254694763
627	0.4248367192
628	0.4246694289
629	0.4241086063
630	0.4240196643
631	0.4234602403
632	0.4224679223
633	0.421823377
634	0.421480939
635	0.4206456716
636	0.4205590468
637	0.4193389965
638	0.4188379082
639	0.4181012054
640	0.4176122979
641	0.4168145032
642	0.4158380615
643	0.4150356431
644	0.4141243088
645	0.4130686703
646	0.4129706184
647	0.4115538858
648	0.4110184549
649	0.4103883217
650	0.4101001298
651	0.4095169164
652	0.4087076165
653	0.4079183019
654	0.4074285436
655	0.4063263596
656	0.4057364766
657	0.4051110404
658	0.4049878872
659	0.4046496273
660	0.4043245803
661	0.4039390975
662	0.4032969438
663	0.4023701153
664	0.4015453721
665	0.4009215615
666	0.4001402745
667	0.39950225
668	0.3983254323
669	0.3980112284
670	0.3970168639
671	0.3967897272
672	0.3967408753
673	0.3958651642
674	0.3958375382
675	0.3955549511
676	0.394603318
677	0.3937023423
678	0.3930930571
679	0.3923240382
680	0.3914928948
681	0.390420408
682	0.3904032493
683	0.3895849873
684	0.3883587687
685	0.3875474613
686	0.3869265082
687	0.3856922066
688	0.3856778208
689	0.3846432494
690	0.3840805809
691	0.3830004381
692	0.3829191442
693	0.3819767664
694	0.3813065474
695	0.3807977888
696	0.3800532183
697	0.3798602637
698	0.3793198751
699	0.3787805847
700	0.3783052612
701	0.3777562199
702	0.3773670351
703	0.3761895248
704	0.3754561651
705	0.3744974644
706	0.3737023554
707	0.3733766226
708	0.3722377442
709	0.3717390595
710	0.371288565
711	0.3709095117
712	0.3705745487
713	0.3703318309
714	0.3702685319
715	0.3697542524
716	0.3697145238
717	0.3690604243
718	0.3689359446
719	0.367766361
720	0.3671329399
721	0.3663215037
722	0.3662381051
723	0.3655011717
724	0.3646381778
725	0.3639975327
726	0.3631180261
727	0.3624782317
728	0.3614362423
729	0.3614222442
730	0.3605671345
731	0.3593525389
732	0.3584412062
733	0.3574323307
734	0.3571550952
735	0.3562093958
736	0.3553372781
737	0.3544878344
738	0.353472009
739	0.3528313999
740	0.3520894491
741	0.3512733615
742	0.3507293118
743	0.3501947222
744	0.349415107
745	0.3483455386
746	0.3476094933
747	0.3471083106
748	0.346379127
749	0.3454662398
750	0.3449072197
751	0.3442342049
752	0.3435310788
753	0.3428206151
754	0.3422591897
755	0.3413299684
756	0.340944106
757	0.3409302992
758	0.3402064616
759	0.339455463
760	0.3389353736
761	0.3380600998
762	0.3373800027
763	0.3367310016
764	0.3359860287
765	0.3352960474
766	0.3347748091
767	0.3339848831
768	0.3333649312
769	0.332673267
770	0.3318492046
771	0.3313964452
772	0.3310075714
773	0.330315069
774	0.3295284768
775	0.3292563963
776	0.3286269615
777	0.3281569796
778	0.3274216526
779	0.3271871324
780	0.3263673643
781	0.3259703624
782	0.3253272975
783	0.324667799
784	0.3241006493
785	0.3230692326
786	0.322576953
787	0.3222467622
788	0.3216467452
789	0.3211324099
790	0.320057648
791	0.3195960475
792	0.31880492
793	0.3182247662
794	0.3179052522
795	0.3169700199
796	0.3162239529
797	0.3160584794
798	0.3157079984
799	0.3152340656
800	0.3148258581
801	0.3141482779
802	0.3138054973
803	0.3129865615
804	0.3126793749
805	0.3122351148
806	0.3116597973
807	0.3108158508
808	0.3102286326
809	0.3095910021
810	0.3093090258
811	0.3087089156
812	0.3079914304
813	0.307476839
814	0.3071650133
815	0.3068261884
816	0.3065677371
817	0.3058815307
818	0.3053914778
819	0.3047196784
820	0.3045878509
821	0.3042488023
822	0.303710084
823	0.3031595511
824	0.3027742093
825	0.3025080441
826	0.3017435561
827	0.3009511271
828	0.3004285056
829	0.2995783472
830	0.2988505624
831	0.2979878447
832	0.2975272103
833	0.2965240018
834	0.2960403518
835	0.2954450024
836	0.295093645
837	0.2945980719
838	0.293714985
839	0.2933489302
840	0.2925129647
841	0.2919335082
842	0.2918235112
843	0.2912379781
844	0.2908504965
845	0.2905625924
846	0.2896314106
847	0.2892465726
848	0.2887184822
849	0.288618696
850	0.2886076472
851	0.2880868696
852	0.2878933338
853	0.2873842121
854	0.2866002965
855	0.2858729618
856	0.2852974564
857	0.2847106497
858	0.2839621168
859	0.2834369939
860	0.2831014259
861	0.2829280349
862	0.2822516291
863	0.2821008016
864	0.2814756361
865	0.2805740767
866	0.2803085306
867	0.2796092501
868	0.2789645366
869	0.2787466793
870	0.2781625567
871	0.2778208359
872	0.2777584651
873	0.2770211915
874	0.2767607282
875	0.2761478948
876	0.2755656061
877	0.2754686509
878	0.2748268658
879	0.2745141961
880	0.2740490649
881	0.273510363
882	0.273281323
883	0.2729139981
884	0.2725942975
885	0.2720303953
886	0.2720215842
887	0.2713262789
888	0.2709140304
889	0.270521532
890	0.2701577731
891	0.2698683566
892	0.2695141778
893	0.2694026165
894	0.2686587827
895	0.268172755
896	0.2676141359
897	0.2669563531
898	0.2661348693
899	0.2658353454
900	0.2651651776
901	0.2642831254
902	0.2640595715
903	0.2639002428
904	0.2638065222
905	0.2632300287
906	0.2627978067
907	0.2622665173
908	0.2617860188
909	0.2613035908
910	0.2607434272
911	0.2602372283
912	0.2601767893
913	0.259290974
914	0.2592298669
915	0.258619903
916	0.2582967169
917	0.2578677025
918	0.2575694326
919	0.2572036127
920	0.2567119405
921	0.2559173199
922	0.2556153697
923	0.2553525555
924	0.2548784777
925	0.2540246447
926	0.2534922182
927	0.2529710187
928	0.2527801829
929	0.2524439227
930	0.2519322016
931	0.2516906355
932	0.2509283208
933	0.2506455911
934	0.2502738953
935	0.2496995672
936	0.2492360395
937	0.2484922447
938	0.2482643349
939	0.2477474063
940	0.2468914539
941	0.2465466128
942	0.246054926
943	0.2457105929
944	0.2451612688
945	0.2448327468
946	0.2439439479
947	0.2434683064
948	0.2430278544
949	0.2425310778
950	0.2424642834
951	0.2422411707
952	0.2419457073
953	0.2414829512
954	0.2412761396
955	0.2409153123
956	0.2404746444
957	0.2399676277
958	0.2396008282
959	0.239238568
960	0.2388318466
961	0.2381891156
962	0.2379454164
963	0.2376451498
964	0.2373719013
965	0.2369515451
966	0.2363528208
967	0.2357070316
968	0.2355059191
969	0.2348769875
970	0.2344698157
971	0.2340276567
972	0.2336964375
973	0.2334191287
974	0.2329519546
975	0.2326161435
976	0.2321723449
977	0.2315759798
978	0.2313988552
979	0.2310895716
980	0.2305688983
981	0.2300204573
982	0.230012614
983	0.2295768413
984	0.2292410744
985	0.22900903
986	0.2287911267
987	0.2283730902
988	0.2279720353
989	0.227378355
990	0.2268653208
991	0.2263697058
992	0.2257250788
993	0.2254249552
994	0.2251001599
995	0.2247905698
996	0.2244868409
997	0.2242688421
998	0.2238523393
999	0.2234602123
