iter	RMSE
383	0.8950081204
384	0.8940827016
385	0.8925602514
386	0.8905569429
387	0.889617894
388	0.8869957223
389	0.8865045984
390	0.8846544387
391	0.881814329
392	0.8806706694
393	0.8802010769
394	0.8784174377
395	0.8774470888
396	0.8767862241
397	0.8758973033
398	0.8743864082
399	0.8739306895
400	0.8733532708
401	0.8727027952
402	0.8700369257
403	0.8677382353
404	0.8666432085
405	0.8657345257
406	0.8648867446
407	0.8632680005
408	0.8612409551
409	0.8608224566
410	0.8599970224
411	0.858810688
412	0.856918832
413	0.8558899841
414	0.8536727694
415	0.8517744859
416	0.8495635422
417	0.8487941485
418	0.8481445383
419	0.8473430015
420	0.8465998157
421	0.8442488729
422	0.842583854
423	0.8423352746
424	0.8397428338
425	0.8381578493
426	0.8369941507
427	0.834617546
428	0.8340991364
429	0.8331101247
430	0.8319139516
431	0.8308193683
432	0.8292214976
433	0.8271481495
434	0.8256202193
435	0.8237956941
436	0.8210252422
437	0.8186821413
438	0.8160234028
439	0.8150682223
440	0.8135307379
441	0.8120375917
442	0.8099181577
443	0.8081568091
444	0.8068165792
445	0.8056143355
446	0.8034536347
447	0.8009252708
448	0.7998000554
449	0.7990551679
450	0.7964080941
451	0.7949915201
452	0.7940997619
453	0.7927139039
454	0.7919774092
455	0.790300112
456	0.7889662492
457	0.7865193888
458	0.7850038735
459	0.783231617
460	0.7819693558
461	0.7811311542
462	0.7803930811
463	0.7796662417
464	0.7773287789
465	0.7766082152
466	0.7751897124
467	0.7726577376
468	0.7716398568
469	0.7711214639
470	0.7699266459
471	0.7693407515
472	0.7670872167
473	0.7655840485
474	0.7647653053
475	0.7644577348
476	0.7635028951
477	0.7613292428
478	0.7591903015
479	0.7586153234
480	0.7578027806
481	0.7559820408
482	0.7551679411
483	0.7539143082
484	0.7528131549
485	0.7502200398
486	0.7476259474
487	0.7452861244
488	0.7445157956
489	0.7427147454
490	0.7420821589
491	0.7409111502
492	0.7397057684
493	0.7376640334
494	0.7368871785
495	0.734945037
496	0.7327784808
497	0.731199155
498	0.7296728133
499	0.7290843953
500	0.727819003
501	0.7262269531
502	0.7252197839
503	0.7247503373
504	0.7226538824
505	0.7205920155
506	0.7187392819
507	0.7178261295
508	0.7147943853
509	0.7144843544
510	0.7136106646
511	0.7107876896
512	0.7091559085
513	0.708455572
514	0.7079320141
515	0.7065029389
516	0.7053092431
517	0.7042896896
518	0.7029064369
519	0.7016959716
520	0.7011080475
521	0.7004346724
522	0.69994151
523	0.6984179701
524	0.6973469337
525	0.6958310475
526	0.6951295235
527	0.691717657
528	0.6900146856
529	0.6884222279
530	0.6873376716
531	0.6862603454
532	0.6855622
533	0.6843914313
534	0.6833933535
535	0.6820237473
536	0.6805434148
537	0.6797274323
538	0.6780963066
539	0.6767179901
540	0.674937963
541	0.6745994477
542	0.6721395287
543	0.6703974598
544	0.6697692671
545	0.6687650498
546	0.6663527284
547	0.6653562214
548	0.6648241094
549	0.6617255522
550	0.6601537508
551	0.6589728709
552	0.6572418658
553	0.6567171246
554	0.6548111125
555	0.6533135766
556	0.6528051969
557	0.6524158219
558	0.6506686601
559	0.6496937296
560	0.6487180613
561	0.6477399226
562	0.6467666164
563	0.6453257764
564	0.6438174074
565	0.6415068859
566	0.6407287713
567	0.6391612751
568	0.6375506937
569	0.636257448
570	0.6337431541
571	0.6324292075
572	0.6302456782
573	0.6290534309
574	0.62746032
575	0.6270154934
576	0.6260165855
577	0.6245523189
578	0.6233116426
579	0.6215064256
580	0.6194387533
581	0.6170566238
582	0.6157787845
583	0.6143019923
584	0.6123428437
585	0.6108614112
586	0.6094974748
587	0.6086965056
588	0.6084189823
589	0.6069991492
590	0.6051077827
591	0.6037510636
592	0.6024272482
593	0.6018596001
594	0.6016049068
595	0.6006570479
596	0.5996113079
597	0.5979386921
598	0.5973535704
599	0.5954758616
600	0.5942564223
601	0.5936363192
602	0.592674346
603	0.5920161681
604	0.5914911479
605	0.5911276393
606	0.5893267759
607	0.587725619
608	0.5861651378
609	0.5851605911
610	0.584299464
611	0.5829683484
612	0.5822191333
613	0.5811023283
614	0.580543813
615	0.5796653133
616	0.5783751247
617	0.5766002197
618	0.5753303256
619	0.5746399976
620	0.5739222044
621	0.5731681371
622	0.5724488529
623	0.5715297613
624	0.5712532564
625	0.5694302481
626	0.5678188801
627	0.5666503289
628	0.5650897206
629	0.563725177
630	0.5631752471
631	0.5620028374
632	0.5609730668
633	0.5596883499
634	0.5585076372
635	0.5572959318
636	0.555967264
637	0.5549559299
638	0.5524120922
639	0.5516431614
640	0.5506470286
641	0.5498834238
642	0.5490631952
643	0.5478058877
644	0.546769067
645	0.5454869168
646	0.5437092564
647	0.543030083
648	0.5415121374
649	0.540857779
650	0.5401638994
651	0.5393177262
652	0.539173702
653	0.5380311156
654	0.5374949749
655	0.5364350559
656	0.5360909547
657	0.5336091437
658	0.5317288823
659	0.5305281362
660	0.5296629179
661	0.5283088416
662	0.5270482739
663	0.5257823857
664	0.5249910793
665	0.5238594734
666	0.5227783474
667	0.5216255293
668	0.5208217297
669	0.5190497033
670	0.5166911769
671	0.5152080849
672	0.5146290223
673	0.5137694429
674	0.5120169627
675	0.509704976
676	0.5087928377
677	0.5075190401
678	0.5067868537
679	0.5060969193
680	0.505385256
681	0.5040703158
682	0.5030006137
683	0.5018881114
684	0.5006704984
685	0.5001136346
686	0.4995631771
687	0.498829796
688	0.497994576
689	0.4975022793
690	0.4965807923
691	0.4961462749
692	0.494727523
693	0.4943997848
694	0.4932097571
695	0.4921141026
696	0.4908688029
697	0.4898551005
698	0.4876880681
699	0.4868066257
700	0.486270046
701	0.485349372
702	0.4849783793
703	0.4832919959
704	0.482681748
705	0.4817923286
706	0.4812466522
707	0.4805475659
708	0.4799929626
709	0.4795177512
710	0.478539694
711	0.477682235
712	0.4767284428
713	0.4756595961
714	0.4748334092
715	0.4740980977
716	0.4733285437
717	0.4719121195
718	0.4709347497
719	0.469588338
720	0.468829459
721	0.4682195712
722	0.4679658396
723	0.4667505383
724	0.4659564653
725	0.4653186998
726	0.4635468584
727	0.4623781709
728	0.461202392
729	0.46036879
730	0.4592284493
731	0.4573500142
732	0.4571826351
733	0.4565769273
734	0.4561318204
735	0.4543603648
736	0.4539430352
737	0.4532611219
738	0.4515178859
739	0.4507263293
740	0.4501708646
741	0.4494607901
742	0.4490827282
743	0.4488239516
744	0.4485281327
745	0.4477274139
746	0.4472479355
747	0.4470601682
748	0.4466931729
749	0.4460788057
750	0.4459829529
751	0.4452117573
752	0.4442958071
753	0.4432623311
754	0.4426118519
755	0.4411254053
756	0.4390698788
757	0.4380778651
758	0.4378967994
759	0.4371493629
760	0.4363066725
761	0.4345550235
762	0.4332497009
763	0.4323662595
764	0.431026626
765	0.4300797959
766	0.4292989762
767	0.4283121947
768	0.4280026736
769	0.4274538239
770	0.4272238873
771	0.4269840655
772	0.4267379201
773	0.425891972
774	0.4256041465
775	0.4243590704
776	0.4229274684
777	0.4221928818
778	0.4217595244
779	0.4206422597
780	0.4191251911
781	0.4184983993
782	0.4180591716
783	0.4178608538
784	0.4168284321
785	0.4166252764
786	0.4151460625
787	0.4142528572
788	0.4139159584
789	0.4134007558
790	0.4128937147
791	0.4116627675
792	0.4107364713
793	0.4102440895
794	0.409601358
795	0.4090926832
796	0.4087795428
797	0.4075109626
798	0.4073262193
799	0.4062194639
800	0.4054407463
801	0.4041679233
802	0.4037019333
803	0.402486249
804	0.4016461773
805	0.4010986529
806	0.4005618424
807	0.3997299874
808	0.398927797
809	0.3986478011
810	0.3980593551
811	0.3973556901
812	0.3966595112
813	0.3965819865
814	0.3955424086
815	0.3949106363
816	0.3941973789
817	0.3931143288
818	0.3916453317
819	0.3905982259
820	0.3893910162
821	0.3890201869
822	0.3882875558
823	0.3879108939
824	0.3869836872
825	0.386660003
826	0.3861568653
827	0.38593873
828	0.3849639496
829	0.3844882694
830	0.3829954761
831	0.3826429368
832	0.3817668628
833	0.3812702658
834	0.3801064408
835	0.3794649459
836	0.3788987074
837	0.3779851259
838	0.377066146
839	0.3764422283
840	0.3756992789
841	0.3746065807
842	0.3744536726
843	0.3739824772
844	0.3738335648
845	0.3729105454
846	0.3720486078
847	0.3713154939
848	0.3701632119
849	0.369308004
850	0.368801888
851	0.3673993808
852	0.3670187326
853	0.3660698578
854	0.3650041656
855	0.364757099
856	0.3639220962
857	0.3635908092
858	0.3627514363
859	0.3621526298
860	0.3615953109
861	0.3606082709
862	0.3596942869
863	0.3587506103
864	0.3582391437
865	0.3570162221
866	0.3567989594
867	0.3560389688
868	0.3552109988
869	0.3544860638
870	0.3535700235
871	0.3532631659
872	0.3526702939
873	0.3514971791
874	0.350128352
875	0.3490604074
876	0.3484992008
877	0.3477025129
878	0.3472858864
879	0.3463705696
880	0.345928192
881	0.3457019825
882	0.3455232112
883	0.3448294292
884	0.3439021755
885	0.3429971624
886	0.3423747431
887	0.3416347673
888	0.3410256866
889	0.3399495206
890	0.3392121209
891	0.3386423615
892	0.3385712729
893	0.3378384329
894	0.337415806
895	0.3364114805
896	0.3354148815
897	0.3341593789
898	0.3334247961
899	0.3331241795
900	0.3325802085
901	0.332170736
902	0.3313018362
903	0.3307156613
904	0.3303817237
905	0.3297731006
906	0.3295898638
907	0.3290085716
908	0.3283949253
909	0.3276880706
910	0.3268708647
911	0.3265987793
912	0.3257967511
913	0.3249913224
914	0.3243382841
915	0.3236901521
916	0.3233435546
917	0.3226967588
918	0.3219797047
919	0.3210245852
920	0.3202024866
921	0.3193758598
922	0.3190932636
923	0.3186668172
924	0.3185774655
925	0.3181617658
926	0.3170221015
927	0.316024481
928	0.3150621118
929	0.3142879057
930	0.3133853333
931	0.3124465847
932	0.311576585
933	0.3115266184
934	0.3107172135
935	0.3096246136
936	0.3086891708
937	0.3080653425
938	0.3073935483
939	0.3068266622
940	0.3061273618
941	0.305450418
942	0.3049548624
943	0.3043733009
944	0.3042790056
945	0.3035268779
946	0.3029117241
947	0.3028259412
948	0.3028101252
949	0.3024479589
950	0.3015188201
951	0.3005222532
952	0.2992422427
953	0.2982388141
954	0.2981854649
955	0.2979794558
956	0.2973422901
957	0.2965649677
958	0.296525076
959	0.2963011419
960	0.2961330677
961	0.2953744526
962	0.295017973
963	0.2944310131
964	0.2939054481
965	0.2931540082
966	0.2928190693
967	0.292733464
968	0.2924494546
969	0.2918557499
970	0.2917442433
971	0.2911075154
972	0.2910061642
973	0.2907379469
974	0.2899414942
975	0.289488295
976	0.2888157926
977	0.288033423
978	0.2879050024
979	0.287356778
980	0.2868470623
981	0.2863561383
982	0.2859218765
983	0.2855429648
984	0.2852142992
985	0.2851202716
986	0.2845518634
987	0.2843674373
988	0.283288878
989	0.2831315294
990	0.2825784103
991	0.2822915912
992	0.2818565668
993	0.2810328481
994	0.28010228
995	0.2792853556
996	0.2788310072
997	0.278133515
998	0.2774654405
999	0.2773927838
